time_s,pos_x_m,pos_y_m,alt_z_m,vel_x_mps,vel_y_mps,vel_z_mps
7.9200,233.5914,0.0000,600.0462,23.5804,0.0000,0.0000
7.9300,233.8271,0.0000,600.3697,23.5605,0.0000,0.0000
7.9400,234.0626,0.0000,600.6920,23.5407,0.0000,0.0000
7.9500,234.2979,0.0000,601.0130,23.5210,0.0000,0.0000
7.9600,234.5330,0.0000,601.3327,23.5014,0.0000,0.0000
7.9700,234.7679,0.0000,601.6512,23.4818,0.0000,0.0000
7.9800,235.0026,0.0000,601.9685,23.4623,0.0000,0.0000
7.9900,235.2371,0.0000,602.2845,23.4429,0.0000,0.0000
8.0000,235.4715,0.0000,602.5993,23.4235,0.0000,0.0000
8.0100,235.7056,0.0000,602.9128,23.4042,0.0000,0.0000
8.0200,235.9396,0.0000,603.2251,23.3850,0.0000,0.0000
8.0300,236.1733,0.0000,603.5362,23.3659,0.0000,0.0000
8.0400,236.4069,0.0000,603.8460,23.3468,0.0000,0.0000
8.0500,236.6403,0.0000,604.1546,23.3278,0.0000,0.0000
8.0600,236.8734,0.0000,604.4619,23.3089,0.0000,0.0000
8.0700,237.1064,0.0000,604.7681,23.2900,0.0000,0.0000
8.0800,237.3392,0.0000,605.0730,23.2713,0.0000,0.0000
8.0900,237.5719,0.0000,605.3767,23.2525,0.0000,0.0000
8.1000,237.8043,0.0000,605.6791,23.2339,0.0000,0.0000
8.1100,238.0365,0.0000,605.9804,23.2153,0.0000,0.0000
8.1200,238.2686,0.0000,606.2804,23.1968,0.0000,0.0000
8.1300,238.5005,0.0000,606.5792,23.1783,0.0000,0.0000
8.1400,238.7322,0.0000,606.8767,23.1600,0.0000,0.0000
8.1500,238.9637,0.0000,607.1731,23.1417,0.0000,0.0000
8.1600,239.1950,0.0000,607.4682,23.1234,0.0000,0.0000
8.1700,239.4261,0.0000,607.7622,23.1052,0.0000,0.0000
8.1800,239.6571,0.0000,608.0549,23.0871,0.0000,0.0000
8.1900,239.8879,0.0000,608.3464,23.0691,0.0000,0.0000
8.2000,240.1185,0.0000,608.6367,23.0511,0.0000,0.0000
8.2100,240.3489,0.0000,608.9258,23.0332,0.0000,0.0000
8.2200,240.5791,0.0000,609.2137,23.0153,0.0000,0.0000
8.2300,240.8092,0.0000,609.5004,22.9976,0.0000,0.0000
8.2400,241.0391,0.0000,609.7859,22.9798,0.0000,0.0000
8.2500,241.2688,0.0000,610.0702,22.9622,0.0000,0.0000
8.2600,241.4983,0.0000,610.3533,22.9446,0.0000,0.0000
8.2700,241.7277,0.0000,610.6352,22.9271,0.0000,0.0000
8.2800,241.9569,0.0000,610.9159,22.9096,0.0000,0.0000
8.2900,242.1859,0.0000,611.1954,22.8922,0.0000,0.0000
8.3000,242.4147,0.0000,611.4737,22.8749,0.0000,0.0000
8.3100,242.6434,0.0000,611.7508,22.8576,0.0000,0.0000
8.3200,242.8719,0.0000,612.0267,22.8404,0.0000,0.0000
8.3300,243.1002,0.0000,612.3015,22.8233,0.0000,0.0000
8.3400,243.3283,0.0000,612.5750,22.8062,0.0000,0.0000
8.3500,243.5563,0.0000,612.8474,22.7892,0.0000,0.0000
8.3600,243.7841,0.0000,613.1186,22.7722,0.0000,0.0000
8.3700,244.0118,0.0000,613.3886,22.7553,0.0000,0.0000
8.3800,244.2392,0.0000,613.6574,22.7385,0.0000,0.0000
8.3900,244.4665,0.0000,613.9251,22.7217,0.0000,0.0000
8.4000,244.6937,0.0000,614.1916,22.7050,0.0000,0.0000
8.4100,244.9206,0.0000,614.4569,22.6883,0.0000,0.0000
8.4200,245.1474,0.0000,614.7210,22.6717,0.0000,0.0000
8.4300,245.3741,0.0000,614.9839,22.6552,0.0000,0.0000
8.4400,245.6005,0.0000,615.2457,22.6387,0.0000,0.0000
8.4500,245.8268,0.0000,615.5063,22.6223,0.0000,0.0000
8.4600,246.0530,0.0000,615.7658,22.6060,0.0000,0.0000
8.4700,246.2790,0.0000,616.0240,22.5897,0.0000,0.0000
8.4800,246.5048,0.0000,616.2811,22.5734,0.0000,0.0000
8.4900,246.7304,0.0000,616.5371,22.5573,0.0000,0.0000
8.5000,246.9559,0.0000,616.7919,22.5411,0.0000,0.0000
8.5100,247.1813,0.0000,617.0455,22.5251,0.0000,0.0000
8.5200,247.4064,0.0000,617.2979,22.5091,0.0000,0.0000
8.5300,247.6314,0.0000,617.5492,22.4931,0.0000,0.0000
8.5400,247.8563,0.0000,617.7993,22.4772,0.0000,0.0000
8.5500,248.0810,0.0000,618.0483,22.4614,0.0000,0.0000
8.5600,248.3055,0.0000,618.2961,22.4456,0.0000,0.0000
8.5700,248.5299,0.0000,618.5428,22.4299,0.0000,0.0000
8.5800,248.7541,0.0000,618.7883,22.4143,0.0000,0.0000
8.5900,248.9782,0.0000,619.0327,22.3987,0.0000,0.0000
8.6000,249.2021,0.0000,619.2759,22.3831,0.0000,0.0000
8.6100,249.4258,0.0000,619.5180,22.3676,0.0000,0.0000
8.6200,249.6494,0.0000,619.7589,22.3522,0.0000,0.0000
8.6300,249.8729,0.0000,619.9987,22.3368,0.0000,0.0000
8.6400,250.0962,0.0000,620.2373,22.3215,0.0000,0.0000
8.6500,250.3193,0.0000,620.4748,22.3062,0.0000,0.0000
8.6600,250.5423,0.0000,620.7111,22.2910,0.0000,0.0000
8.6700,250.7651,0.0000,620.9463,22.2758,0.0000,0.0000
8.6800,250.9878,0.0000,621.1804,22.2607,0.0000,0.0000
8.6900,251.2104,0.0000,621.4133,22.2457,0.0000,0.0000
8.7000,251.4327,0.0000,621.6451,22.2307,0.0000,0.0000
8.7100,251.6550,0.0000,621.8757,22.2157,0.0000,0.0000
8.7200,251.8771,0.0000,622.1052,22.2008,0.0000,0.0000
8.7300,252.0990,0.0000,622.3336,22.1860,0.0000,0.0000
8.7400,252.3208,0.0000,622.5609,22.1712,0.0000,0.0000
8.7500,252.5424,0.0000,622.7870,22.1565,0.0000,0.0000
8.7600,252.7639,0.0000,623.0120,22.1418,0.0000,0.0000
8.7700,252.9852,0.0000,623.2358,22.1272,0.0000,0.0000
8.7800,253.2064,0.0000,623.4585,22.1126,0.0000,0.0000
8.7900,253.4275,0.0000,623.6801,22.0981,0.0000,0.0000
8.8000,253.6484,0.0000,623.9006,22.0836,0.0000,0.0000
8.8100,253.8692,0.0000,624.1200,22.0692,0.0000,0.0000
8.8200,254.0898,0.0000,624.3382,22.0548,0.0000,0.0000
8.8300,254.3103,0.0000,624.5553,22.0405,0.0000,0.0000
8.8400,254.5306,0.0000,624.7713,22.0262,0.0000,0.0000
8.8500,254.7508,0.0000,624.9861,22.0120,0.0000,0.0000
8.8600,254.9708,0.0000,625.1999,21.9978,0.0000,0.0000
8.8700,255.1907,0.0000,625.4125,21.9837,0.0000,0.0000
8.8800,255.4105,0.0000,625.6240,21.9697,0.0000,0.0000
8.8900,255.6301,0.0000,625.8344,21.9556,0.0000,0.0000
8.9000,255.8496,0.0000,626.0437,21.9417,0.0000,0.0000
8.9100,256.0690,0.0000,626.2518,21.9277,0.0000,0.0000
8.9200,256.2882,0.0000,626.4589,21.9139,0.0000,0.0000
8.9300,256.5073,0.0000,626.6648,21.9001,0.0000,0.0000
8.9400,256.7262,0.0000,626.8697,21.8863,0.0000,0.0000
8.9500,256.9450,0.0000,627.0734,21.8726,0.0000,0.0000
8.9600,257.1636,0.0000,627.2760,21.8589,0.0000,0.0000
8.9700,257.3822,0.0000,627.4775,21.8452,0.0000,0.0000
8.9800,257.6005,0.0000,627.6779,21.8317,0.0000,0.0000
8.9900,257.8188,0.0000,627.8772,21.8181,0.0000,0.0000
9.0000,258.0369,0.0000,628.0754,21.8046,0.0000,0.0000
9.0100,258.2549,0.0000,628.2725,21.7912,0.0000,0.0000
9.0200,258.4727,0.0000,628.4685,21.7778,0.0000,0.0000
9.0300,258.6904,0.0000,628.6634,21.7645,0.0000,0.0000
9.0400,258.9080,0.0000,628.8572,21.7512,0.0000,0.0000
9.0500,259.1255,0.0000,629.0499,21.7379,0.0000,0.0000
9.0600,259.3428,0.0000,629.2414,21.7247,0.0000,0.0000
9.0700,259.5600,0.0000,629.4319,21.7115,0.0000,0.0000
9.0800,259.7770,0.0000,629.6213,21.6984,0.0000,0.0000
9.0900,259.9939,0.0000,629.8096,21.6854,0.0000,0.0000
9.1000,260.2107,0.0000,629.9969,21.6723,0.0000,0.0000
9.1100,260.4274,0.0000,630.1830,21.6593,0.0000,0.0000
9.1200,260.6439,0.0000,630.3680,21.6464,0.0000,0.0000
9.1300,260.8603,0.0000,630.5519,21.6335,0.0000,0.0000
9.1400,261.0766,0.0000,630.7348,21.6207,0.0000,0.0000
9.1500,261.2927,0.0000,630.9165,21.6079,0.0000,0.0000
9.1600,261.5087,0.0000,631.0972,21.5951,0.0000,0.0000
9.1700,261.7246,0.0000,631.2768,21.5824,0.0000,0.0000
9.1800,261.9404,0.0000,631.4553,21.5697,0.0000,0.0000
9.1900,262.1560,0.0000,631.6327,21.5571,0.0000,0.0000
9.2000,262.3715,0.0000,631.8090,21.5445,0.0000,0.0000
9.2100,262.5869,0.0000,631.9843,21.5320,0.0000,0.0000
9.2200,262.8022,0.0000,632.1585,21.5195,0.0000,0.0000
9.2300,263.0173,0.0000,632.3315,21.5070,0.0000,0.0000
9.2400,263.2323,0.0000,632.5035,21.4946,0.0000,0.0000
9.2500,263.4472,0.0000,632.6745,21.4822,0.0000,0.0000
9.2600,263.6619,0.0000,632.8443,21.4699,0.0000,0.0000
9.2700,263.8766,0.0000,633.0131,21.4576,0.0000,0.0000
9.2800,264.0911,0.0000,633.1808,21.4454,0.0000,0.0000
9.2900,264.3055,0.0000,633.3474,21.4332,0.0000,0.0000
9.3000,264.5198,0.0000,633.5129,21.4210,0.0000,0.0000
9.3100,264.7339,0.0000,633.6774,21.4089,0.0000,0.0000
9.3200,264.9479,0.0000,633.8408,21.3968,0.0000,0.0000
9.3300,265.1618,0.0000,634.0031,21.3847,0.0000,0.0000
9.3400,265.3756,0.0000,634.1643,21.3727,0.0000,0.0000
9.3500,265.5893,0.0000,634.3245,21.3608,0.0000,0.0000
9.3600,265.8028,0.0000,634.4836,21.3489,0.0000,0.0000
9.3700,266.0163,0.0000,634.6416,21.3370,0.0000,0.0000
9.3800,266.2296,0.0000,634.7986,21.3251,0.0000,0.0000
9.3900,266.4428,0.0000,634.9545,21.3133,0.0000,0.0000
9.4000,266.6559,0.0000,635.1093,21.3016,0.0000,0.0000
9.4100,266.8688,0.0000,635.2631,21.2898,0.0000,0.0000
9.4200,267.0817,0.0000,635.4158,21.2781,0.0000,0.0000
9.4300,267.2944,0.0000,635.5675,21.2665,0.0000,0.0000
9.4400,267.5070,0.0000,635.7180,21.2549,0.0000,0.0000
9.4500,267.7195,0.0000,635.8675,21.2433,0.0000,0.0000
9.4600,267.9318,0.0000,636.0160,21.2318,0.0000,0.0000
9.4700,268.1441,0.0000,636.1634,21.2203,0.0000,0.0000
9.4800,268.3563,0.0000,636.3097,21.2088,0.0000,0.0000
9.4900,268.5683,0.0000,636.4550,21.1974,0.0000,0.0000
9.5000,268.7802,0.0000,636.5992,21.1860,0.0000,0.0000
9.5100,268.9920,0.0000,636.7424,21.1747,0.0000,0.0000
9.5200,269.2037,0.0000,636.8845,21.1633,0.0000,0.0000
9.5300,269.4153,0.0000,637.0255,21.1521,0.0000,0.0000
9.5400,269.6267,0.0000,637.1655,21.1408,0.0000,0.0000
9.5500,269.8381,0.0000,637.3044,21.1296,0.0000,0.0000
9.5600,270.0493,0.0000,637.4423,21.1185,0.0000,0.0000
9.5700,270.2605,0.0000,637.5791,21.1073,0.0000,0.0000
9.5800,270.4715,0.0000,637.7149,21.0962,0.0000,0.0000
9.5900,270.6824,0.0000,637.8496,21.0852,0.0000,0.0000
9.6000,270.8932,0.0000,637.9833,21.0741,0.0000,0.0000
9.6100,271.1039,0.0000,638.1159,21.0632,0.0000,0.0000
9.6200,271.3144,0.0000,638.2475,21.0522,0.0000,0.0000
9.6300,271.5249,0.0000,638.3780,21.0413,0.0000,0.0000
9.6400,271.7353,0.0000,638.5075,21.0304,0.0000,0.0000
9.6500,271.9455,0.0000,638.6359,21.0195,0.0000,0.0000
9.6600,272.1557,0.0000,638.7633,21.0087,0.0000,0.0000
9.6700,272.3657,0.0000,638.8896,20.9979,0.0000,0.0000
9.6800,272.5756,0.0000,639.0149,20.9872,0.0000,0.0000
9.6900,272.7854,0.0000,639.1391,20.9764,0.0000,0.0000
9.7000,272.9951,0.0000,639.2623,20.9658,0.0000,0.0000
9.7100,273.2047,0.0000,639.3845,20.9551,0.0000,0.0000
9.7200,273.4142,0.0000,639.5056,20.9445,0.0000,0.0000
9.7300,273.6236,0.0000,639.6257,20.9339,0.0000,0.0000
9.7400,273.8329,0.0000,639.7447,20.9233,0.0000,0.0000
9.7500,274.0421,0.0000,639.8627,20.9128,0.0000,0.0000
9.7600,274.2512,0.0000,639.9797,20.9023,0.0000,0.0000
9.7700,274.4602,0.0000,640.0956,20.8919,0.0000,0.0000
9.7800,274.6690,0.0000,640.2104,20.8814,0.0000,0.0000
9.7900,274.8778,0.0000,640.3243,20.8710,0.0000,0.0000
9.8000,275.0864,0.0000,640.4371,20.8607,0.0000,0.0000
9.8100,275.2950,0.0000,640.5488,20.8503,0.0000,0.0000
9.8200,275.5034,0.0000,640.6596,20.8400,0.0000,0.0000
9.8300,275.7118,0.0000,640.7693,20.8297,0.0000,0.0000
9.8400,275.9200,0.0000,640.8779,20.8195,0.0000,0.0000
9.8500,276.1282,0.0000,640.9855,20.8093,0.0000,0.0000
9.8600,276.3362,0.0000,641.0921,20.7991,0.0000,0.0000
9.8700,276.5442,0.0000,641.1977,20.7889,0.0000,0.0000
9.8800,276.7520,0.0000,641.3022,20.7788,0.0000,0.0000
9.8900,276.9597,0.0000,641.4057,20.7687,0.0000,0.0000
9.9000,277.1674,0.0000,641.5082,20.7586,0.0000,0.0000
9.9100,277.3749,0.0000,641.6096,20.7486,0.0000,0.0000
9.9200,277.5823,0.0000,641.7100,20.7386,0.0000,0.0000
9.9300,277.7897,0.0000,641.8094,20.7286,0.0000,0.0000
9.9400,277.9969,0.0000,641.9077,20.7186,0.0000,0.0000
9.9500,278.2041,0.0000,642.0051,20.7087,0.0000,0.0000
9.9600,278.4111,0.0000,642.1013,20.6988,0.0000,0.0000
9.9700,278.6180,0.0000,642.1966,20.6889,0.0000,0.0000
9.9800,278.8249,0.0000,642.2909,20.6791,0.0000,0.0000
9.9900,279.0316,0.0000,642.3841,20.6692,0.0000,0.0000
10.0000,279.2383,0.0000,642.4763,20.6594,0.0000,0.0000
10.0100,279.4448,0.0000,642.5674,20.6497,0.0000,0.0000
10.0200,279.6513,0.0000,642.6576,20.6399,0.0000,0.0000
10.0300,279.8576,0.0000,642.7467,20.6302,0.0000,0.0000
10.0400,280.0639,0.0000,642.8348,20.6205,0.0000,0.0000
10.0500,280.2700,0.0000,642.9219,20.6109,0.0000,0.0000
10.0600,280.4761,0.0000,643.0079,20.6012,0.0000,0.0000
10.0700,280.6820,0.0000,643.0930,20.5916,0.0000,0.0000
10.0800,280.8879,0.0000,643.1770,20.5820,0.0000,0.0000
10.0900,281.0937,0.0000,643.2600,20.5725,0.0000,0.0000
10.1000,281.2994,0.0000,643.3419,20.5629,0.0000,0.0000
10.1100,281.5049,0.0000,643.4229,20.5534,0.0000,0.0000
10.1200,281.7104,0.0000,643.5028,20.5439,0.0000,0.0000
10.1300,281.9158,0.0000,643.5818,20.5345,0.0000,0.0000
10.1400,282.1211,0.0000,643.6597,20.5250,0.0000,0.0000
10.1500,282.3263,0.0000,643.7366,20.5156,0.0000,0.0000
10.1600,282.5314,0.0000,643.8124,20.5062,0.0000,0.0000
10.1700,282.7364,0.0000,643.8873,20.4968,0.0000,0.0000
10.1800,282.9414,0.0000,643.9611,20.4875,0.0000,0.0000
10.1900,283.1462,0.0000,644.0340,20.4782,0.0000,0.0000
10.2000,283.3509,0.0000,644.1058,20.4689,0.0000,0.0000
10.2100,283.5556,0.0000,644.1766,20.4596,0.0000,0.0000
10.2200,283.7601,0.0000,644.2464,20.4503,0.0000,0.0000
10.2300,283.9646,0.0000,644.3152,20.4411,0.0000,0.0000
10.2400,284.1689,0.0000,644.3829,20.4319,0.0000,0.0000
10.2500,284.3732,0.0000,644.4497,20.4227,0.0000,0.0000
10.2600,284.5774,0.0000,644.5154,20.4135,0.0000,0.0000
10.2700,284.7815,0.0000,644.5802,20.4044,0.0000,0.0000
10.2800,284.9855,0.0000,644.6439,20.3952,0.0000,0.0000
10.2900,285.1894,0.0000,644.7066,20.3861,0.0000,0.0000
10.3000,285.3932,0.0000,644.7683,20.3770,0.0000,0.0000
10.3100,285.5969,0.0000,644.8290,20.3680,0.0000,0.0000
10.3200,285.8006,0.0000,644.8887,20.3589,0.0000,0.0000
10.3300,286.0041,0.0000,644.9474,20.3499,0.0000,0.0000
10.3400,286.2076,0.0000,645.0051,20.3409,0.0000,0.0000
10.3500,286.4109,0.0000,645.0617,20.3319,0.0000,0.0000
10.3600,286.6142,0.0000,645.1174,20.3229,0.0000,0.0000
10.3700,286.8174,0.0000,645.1721,20.3140,0.0000,0.0000
10.3800,287.0205,0.0000,645.2257,20.3050,0.0000,0.0000
10.3900,287.2235,0.0000,645.2784,20.2961,0.0000,0.0000
10.4000,287.4264,0.0000,645.3300,20.2872,0.0000,0.0000
10.4100,287.6292,0.0000,645.3807,20.2784,0.0000,0.0000
10.4200,287.8320,0.0000,645.4303,20.2695,0.0000,0.0000
10.4300,288.0346,0.0000,645.4790,20.2606,0.0000,0.0000
10.4400,288.2372,0.0000,645.5266,20.2518,0.0000,0.0000
10.4500,288.4397,0.0000,645.5733,20.2430,0.0000,0.0000
10.4600,288.6420,0.0000,645.6189,20.2342,0.0000,0.0000
10.4700,288.8443,0.0000,645.6635,20.2254,0.0000,0.0000
10.4800,289.0466,0.0000,645.7072,20.2167,0.0000,0.0000
10.4900,289.2487,0.0000,645.7498,20.2079,0.0000,0.0000
10.5000,289.4507,0.0000,645.7915,20.1992,0.0000,0.0000
10.5100,289.6527,0.0000,645.8321,20.1905,0.0000,0.0000
10.5200,289.8545,0.0000,645.8718,20.1818,0.0000,0.0000
10.5300,290.0563,0.0000,645.9104,20.1731,0.0000,0.0000
10.5400,290.2580,0.0000,645.9481,20.1645,0.0000,0.0000
10.5500,290.4596,0.0000,645.9847,20.1558,0.0000,0.0000
10.5600,290.6611,0.0000,646.0204,20.1472,0.0000,0.0000
10.5700,290.8625,0.0000,646.0550,20.1386,0.0000,0.0000
10.5800,291.0639,0.0000,646.0887,20.1300,0.0000,0.0000
10.5900,291.2651,0.0000,646.1214,20.1214,0.0000,0.0000
10.6000,291.4663,0.0000,646.1531,20.1128,0.0000,0.0000
10.6100,291.6674,0.0000,646.1837,20.1042,0.0000,0.0000
10.6200,291.8684,0.0000,646.2134,20.0957,0.0000,0.0000
10.6300,292.0693,0.0000,646.2421,20.0871,0.0000,0.0000
10.6400,292.2701,0.0000,646.2698,20.0786,0.0000,0.0000
10.6500,292.4709,0.0000,646.2965,20.0701,0.0000,0.0000
10.6600,292.6715,0.0000,646.3223,20.0616,0.0000,0.0000
10.6700,292.8721,0.0000,646.3470,20.0531,0.0000,0.0000
10.6800,293.0726,0.0000,646.3707,20.0447,0.0000,0.0000
10.6900,293.2730,0.0000,646.3935,20.0362,0.0000,0.0000
10.7000,293.4733,0.0000,646.4152,20.0277,0.0000,0.0000
10.7100,293.6736,0.0000,646.4360,20.0193,0.0000,0.0000
10.7200,293.8737,0.0000,646.4558,20.0109,0.0000,0.0000
10.7300,294.0738,0.0000,646.4746,20.0025,0.0000,0.0000
10.7400,294.2738,0.0000,646.4924,19.9941,0.0000,0.0000
10.7500,294.4736,0.0000,646.5092,19.9857,0.0000,0.0000
10.7600,294.6735,0.0000,646.5250,19.9773,0.0000,0.0000
10.7700,294.8732,0.0000,646.5399,19.9689,0.0000,0.0000
10.7800,295.0728,0.0000,646.5537,19.9605,0.0000,0.0000
10.7900,295.2724,0.0000,646.5666,19.9522,0.0000,0.0000
10.8000,295.4719,0.0000,646.5785,19.9438,0.0000,0.0000
10.8100,295.6713,0.0000,646.5894,19.9355,0.0000,0.0000
10.8200,295.8706,0.0000,646.5993,19.9272,0.0000,0.0000
10.8300,296.0698,0.0000,646.6082,19.9188,0.0000,0.0000
10.8400,296.2690,0.0000,646.6161,19.9105,0.0000,0.0000
10.8500,296.4680,0.0000,646.6231,19.9022,0.0000,0.0000
10.8600,296.6670,0.0000,646.6291,19.8939,0.0000,0.0000
10.8700,296.8659,0.0000,646.6341,19.8857,0.0000,0.0000
10.8800,297.0647,0.0000,646.6381,19.8774,0.0000,0.0000
10.8900,297.2635,0.0000,646.6411,19.8691,0.0000,0.0000
10.9000,297.4621,0.0000,646.6431,19.8609,0.0000,0.0000
10.9100,297.6607,0.0000,646.6442,19.8526,0.0000,0.0000
10.9200,297.8592,0.0000,646.6443,19.8444,0.0000,0.0000
10.9300,298.0576,0.0000,646.6434,19.8361,0.0000,0.0000
10.9400,298.2559,0.0000,646.6415,19.8279,0.0000,0.0000
10.9500,298.4541,0.0000,646.6387,19.8196,0.0000,0.0000
10.9600,298.6523,0.0000,646.6348,19.8114,0.0000,0.0000
10.9700,298.8504,0.0000,646.6300,19.8032,0.0000,0.0000
10.9800,299.0483,0.0000,646.6242,19.7950,0.0000,0.0000
10.9900,299.2463,0.0000,646.6174,19.7868,0.0000,0.0000
11.0000,299.4441,0.0000,646.6097,19.7786,0.0000,0.0000
11.0100,299.6418,0.0000,646.6010,19.7704,0.0000,0.0000
11.0200,299.8395,0.0000,646.5913,19.7622,0.0000,0.0000
11.0300,300.0371,0.0000,646.5806,19.7540,0.0000,0.0000
11.0400,300.2346,0.0000,646.5689,19.7458,0.0000,0.0000
11.0500,300.4320,0.0000,646.5563,19.7377,0.0000,0.0000
11.0600,300.6293,0.0000,646.5427,19.7295,0.0000,0.0000
11.0700,300.8266,0.0000,646.5281,19.7213,0.0000,0.0000
11.0800,301.0237,0.0000,646.5125,19.7132,0.0000,0.0000
11.0900,301.2208,0.0000,646.4960,19.7050,0.0000,0.0000
11.1000,301.4178,0.0000,646.4785,19.6968,0.0000,0.0000
11.1100,301.6148,0.0000,646.4600,19.6887,0.0000,0.0000
11.1200,301.8116,0.0000,646.4406,19.6805,0.0000,0.0000
11.1300,302.0084,0.0000,646.4202,19.6724,0.0000,0.0000
11.1400,302.2051,0.0000,646.3988,19.6642,0.0000,0.0000
11.1500,302.4017,0.0000,646.3764,19.6561,0.0000,0.0000
11.1600,302.5982,0.0000,646.3531,19.6480,0.0000,0.0000
11.1700,302.7946,0.0000,646.3288,19.6398,0.0000,0.0000
11.1800,302.9910,0.0000,646.3035,19.6317,0.0000,0.0000
11.1900,303.1873,0.0000,646.2772,19.6235,0.0000,0.0000
11.2000,303.3835,0.0000,646.2500,19.6154,0.0000,0.0000
11.2100,303.5796,0.0000,646.2218,19.6073,0.0000,0.0000
11.2200,303.7756,0.0000,646.1927,19.5991,0.0000,0.0000
11.2300,303.9716,0.0000,646.1625,19.5910,0.0000,0.0000
11.2400,304.1674,0.0000,646.1315,19.5829,0.0000,0.0000
11.2500,304.3632,0.0000,646.0994,19.5747,0.0000,0.0000
11.2600,304.5589,0.0000,646.0664,19.5666,0.0000,0.0000
11.2700,304.7545,0.0000,646.0324,19.5585,0.0000,0.0000
11.2800,304.9501,0.0000,645.9974,19.5503,0.0000,0.0000
11.2900,305.1456,0.0000,645.9615,19.5422,0.0000,0.0000
11.3000,305.3409,0.0000,645.9246,19.5341,0.0000,0.0000
11.3100,305.5362,0.0000,645.8867,19.5259,0.0000,0.0000
11.3200,305.7315,0.0000,645.8479,19.5178,0.0000,0.0000
11.3300,305.9266,0.0000,645.8081,19.5097,0.0000,0.0000
11.3400,306.1216,0.0000,645.7674,19.5015,0.0000,0.0000
11.3500,306.3166,0.0000,645.7257,19.4934,0.0000,0.0000
11.3600,306.5115,0.0000,645.6830,19.4853,0.0000,0.0000
11.3700,306.7063,0.0000,645.6394,19.4771,0.0000,0.0000
11.3800,306.9011,0.0000,645.5948,19.4690,0.0000,0.0000
11.3900,307.0957,0.0000,645.5492,19.4608,0.0000,0.0000
11.4000,307.2903,0.0000,645.5027,19.4527,0.0000,0.0000
11.4100,307.4848,0.0000,645.4552,19.4445,0.0000,0.0000
11.4200,307.6792,0.0000,645.4067,19.4364,0.0000,0.0000
11.4300,307.8735,0.0000,645.3573,19.4282,0.0000,0.0000
11.4400,308.0677,0.0000,645.3070,19.4200,0.0000,0.0000
11.4500,308.2619,0.0000,645.2556,19.4119,0.0000,0.0000
11.4600,308.4560,0.0000,645.2034,19.4037,0.0000,0.0000
11.4700,308.6500,0.0000,645.1501,19.3955,0.0000,0.0000
11.4800,308.8439,0.0000,645.0959,19.3874,0.0000,0.0000
11.4900,309.0377,0.0000,645.0408,19.3792,0.0000,0.0000
11.5000,309.2315,0.0000,644.9846,19.3710,0.0000,0.0000
11.5100,309.4251,0.0000,644.9276,19.3628,0.0000,0.0000
11.5200,309.6187,0.0000,644.8696,19.3546,0.0000,0.0000
11.5300,309.8122,0.0000,644.8106,19.3464,0.0000,0.0000
11.5400,310.0056,0.0000,644.7506,19.3382,0.0000,0.0000
11.5500,310.1990,0.0000,644.6897,19.3300,0.0000,0.0000
11.5600,310.3922,0.0000,644.6279,19.3218,0.0000,0.0000
11.5700,310.5854,0.0000,644.5651,19.3136,0.0000,0.0000
11.5800,310.7785,0.0000,644.5013,19.3054,0.0000,0.0000
11.5900,310.9715,0.0000,644.4366,19.2971,0.0000,0.0000
11.6000,311.1645,0.0000,644.3710,19.2889,0.0000,0.0000
11.6100,311.3573,0.0000,644.3043,19.2807,0.0000,0.0000
11.6200,311.5501,0.0000,644.2368,19.2724,0.0000,0.0000
11.6300,311.7428,0.0000,644.1683,19.2642,0.0000,0.0000
11.6400,311.9354,0.0000,644.0988,19.2559,0.0000,0.0000
11.6500,312.1279,0.0000,644.0284,19.2476,0.0000,0.0000
11.6600,312.3203,0.0000,643.9570,19.2394,0.0000,0.0000
11.6700,312.5127,0.0000,643.8847,19.2311,0.0000,0.0000
11.6800,312.7049,0.0000,643.8114,19.2228,0.0000,0.0000
11.6900,312.8971,0.0000,643.7372,19.2145,0.0000,0.0000
11.7000,313.0892,0.0000,643.6620,19.2062,0.0000,0.0000
11.7100,313.2812,0.0000,643.5859,19.1979,0.0000,0.0000
11.7200,313.4732,0.0000,643.5088,19.1896,0.0000,0.0000
11.7300,313.6650,0.0000,643.4308,19.1813,0.0000,0.0000
11.7400,313.8568,0.0000,643.3519,19.1729,0.0000,0.0000
11.7500,314.0485,0.0000,643.2720,19.1646,0.0000,0.0000
11.7600,314.2401,0.0000,643.1911,19.1563,0.0000,0.0000
11.7700,314.4316,0.0000,643.1093,19.1479,0.0000,0.0000
11.7800,314.6231,0.0000,643.0266,19.1395,0.0000,0.0000
11.7900,314.8144,0.0000,642.9429,19.1312,0.0000,0.0000
11.8000,315.0057,0.0000,642.8583,19.1228,0.0000,0.0000
11.8100,315.1969,0.0000,642.7727,19.1144,0.0000,0.0000
11.8200,315.3880,0.0000,642.6862,19.1060,0.0000,0.0000
11.8300,315.5790,0.0000,642.5987,19.0976,0.0000,0.0000
11.8400,315.7699,0.0000,642.5103,19.0892,0.0000,0.0000
11.8500,315.9608,0.0000,642.4210,19.0808,0.0000,0.0000
11.8600,316.1515,0.0000,642.3307,19.0723,0.0000,0.0000
11.8700,316.3422,0.0000,642.2395,19.0639,0.0000,0.0000
11.8800,316.5328,0.0000,642.1474,19.0554,0.0000,0.0000
11.8900,316.7233,0.0000,642.0543,19.0470,0.0000,0.0000
