time_s,pos_x_m,pos_y_m,alt_z_m,vel_x_mps,vel_y_mps,vel_z_mps
3.9400,110.6712,0.0000,334.8121,44.1163,0.0000,0.0000
3.9500,111.1118,0.0000,335.9918,43.9958,0.0000,0.0000
3.9600,111.5511,0.0000,337.1674,43.8761,0.0000,0.0000
3.9700,111.9893,0.0000,338.3387,43.7572,0.0000,0.0000
3.9800,112.4263,0.0000,339.5060,43.6389,0.0000,0.0000
3.9900,112.8621,0.0000,340.6691,43.5215,0.0000,0.0000
4.0000,113.2967,0.0000,341.8280,43.4047,0.0000,0.0000
4.0100,113.7302,0.0000,342.9829,43.2887,0.0000,0.0000
4.0200,114.1625,0.0000,344.1338,43.1734,0.0000,0.0000
4.0300,114.5937,0.0000,345.2806,43.0588,0.0000,0.0000
4.0400,115.0237,0.0000,346.4234,42.9449,0.0000,0.0000
4.0500,115.4526,0.0000,347.5622,42.8317,0.0000,0.0000
4.0600,115.8803,0.0000,348.6970,42.7192,0.0000,0.0000
4.0700,116.3069,0.0000,349.8278,42.6074,0.0000,0.0000
4.0800,116.7325,0.0000,350.9548,42.4963,0.0000,0.0000
4.0900,117.1569,0.0000,352.0778,42.3859,0.0000,0.0000
4.1000,117.5802,0.0000,353.1969,42.2761,0.0000,0.0000
4.1100,118.0024,0.0000,354.3121,42.1670,0.0000,0.0000
4.1200,118.4235,0.0000,355.4235,42.0586,0.0000,0.0000
4.1300,118.8436,0.0000,356.5311,41.9508,0.0000,0.0000
4.1400,119.2625,0.0000,357.6349,41.8437,0.0000,0.0000
4.1500,119.6804,0.0000,358.7348,41.7372,0.0000,0.0000
4.1600,120.0973,0.0000,359.8310,41.6313,0.0000,0.0000
4.1700,120.5131,0.0000,360.9234,41.5261,0.0000,0.0000
4.1800,120.9278,0.0000,362.0121,41.4215,0.0000,0.0000
4.1900,121.3415,0.0000,363.0971,41.3175,0.0000,0.0000
4.2000,121.7542,0.0000,364.1784,41.2141,0.0000,0.0000
4.2100,122.1658,0.0000,365.2560,41.1113,0.0000,0.0000
4.2200,122.5764,0.0000,366.3299,41.0092,0.0000,0.0000
4.2300,122.9860,0.0000,367.4002,40.9076,0.0000,0.0000
4.2400,123.3945,0.0000,368.4668,40.8067,0.0000,0.0000
4.2500,123.8021,0.0000,369.5299,40.7063,0.0000,0.0000
4.2600,124.2087,0.0000,370.5894,40.6065,0.0000,0.0000
4.2700,124.6142,0.0000,371.6453,40.5073,0.0000,0.0000
4.2800,125.0188,0.0000,372.6976,40.4087,0.0000,0.0000
4.2900,125.4224,0.0000,373.7464,40.3106,0.0000,0.0000
4.3000,125.8250,0.0000,374.7917,40.2132,0.0000,0.0000
4.3100,126.2267,0.0000,375.8335,40.1162,0.0000,0.0000
4.3200,126.6274,0.0000,376.8718,40.0199,0.0000,0.0000
4.3300,127.0271,0.0000,377.9066,39.9240,0.0000,0.0000
4.3400,127.4258,0.0000,378.9380,39.8288,0.0000,0.0000
4.3500,127.8237,0.0000,379.9659,39.7340,0.0000,0.0000
4.3600,128.2205,0.0000,380.9904,39.6398,0.0000,0.0000
4.3700,128.6165,0.0000,382.0115,39.5462,0.0000,0.0000
4.3800,129.0115,0.0000,383.0292,39.4531,0.0000,0.0000
4.3900,129.4055,0.0000,384.0436,39.3605,0.0000,0.0000
4.4000,129.7987,0.0000,385.0546,39.2684,0.0000,0.0000
4.4100,130.1909,0.0000,386.0622,39.1768,0.0000,0.0000
4.4200,130.5822,0.0000,387.0666,39.0858,0.0000,0.0000
4.4300,130.9726,0.0000,388.0676,38.9953,0.0000,0.0000
4.4400,131.3621,0.0000,389.0653,38.9052,0.0000,0.0000
4.4500,131.7507,0.0000,390.0598,38.8157,0.0000,0.0000
4.4600,132.1384,0.0000,391.0509,38.7267,0.0000,0.0000
4.4700,132.5252,0.0000,392.0389,38.6381,0.0000,0.0000
4.4800,132.9112,0.0000,393.0236,38.5501,0.0000,0.0000
4.4900,133.2963,0.0000,394.0050,38.4625,0.0000,0.0000
4.5000,133.6804,0.0000,394.9833,38.3754,0.0000,0.0000
4.5100,134.0638,0.0000,395.9584,38.2888,0.0000,0.0000
4.5200,134.4462,0.0000,396.9303,38.2027,0.0000,0.0000
4.5300,134.8278,0.0000,397.8990,38.1171,0.0000,0.0000
4.5400,135.2086,0.0000,398.8646,38.0319,0.0000,0.0000
4.5500,135.5885,0.0000,399.8271,37.9472,0.0000,0.0000
4.5600,135.9675,0.0000,400.7864,37.8629,0.0000,0.0000
4.5700,136.3457,0.0000,401.7427,37.7791,0.0000,0.0000
4.5800,136.7231,0.0000,402.6958,37.6957,0.0000,0.0000
4.5900,137.0996,0.0000,403.6459,37.6128,0.0000,0.0000
4.6000,137.4753,0.0000,404.5929,37.5304,0.0000,0.0000
4.6100,137.8502,0.0000,405.5368,37.4484,0.0000,0.0000
4.6200,138.2243,0.0000,406.4777,37.3668,0.0000,0.0000
4.6300,138.5976,0.0000,407.4156,37.2857,0.0000,0.0000
4.6400,138.9700,0.0000,408.3505,37.2050,0.0000,0.0000
4.6500,139.3417,0.0000,409.2823,37.1247,0.0000,0.0000
4.6600,139.7125,0.0000,410.2112,37.0448,0.0000,0.0000
4.6700,140.0826,0.0000,411.1371,36.9654,0.0000,0.0000
4.6800,140.4518,0.0000,412.0601,36.8864,0.0000,0.0000
4.6900,140.8203,0.0000,412.9801,36.8078,0.0000,0.0000
4.7000,141.1880,0.0000,413.8971,36.7297,0.0000,0.0000
4.7100,141.5549,0.0000,414.8112,36.6519,0.0000,0.0000
4.7200,141.9210,0.0000,415.7225,36.5746,0.0000,0.0000
4.7300,142.2864,0.0000,416.6308,36.4976,0.0000,0.0000
4.7400,142.6510,0.0000,417.5362,36.4211,0.0000,0.0000
4.7500,143.0148,0.0000,418.4388,36.3449,0.0000,0.0000
4.7600,143.3779,0.0000,419.3385,36.2692,0.0000,0.0000
4.7700,143.7402,0.0000,420.2353,36.1938,0.0000,0.0000
4.7800,144.1018,0.0000,421.1293,36.1189,0.0000,0.0000
4.7900,144.4626,0.0000,422.0205,36.0443,0.0000,0.0000
4.8000,144.8227,0.0000,422.9089,35.9701,0.0000,0.0000
4.8100,145.1820,0.0000,423.7944,35.8963,0.0000,0.0000
4.8200,145.5406,0.0000,424.6772,35.8229,0.0000,0.0000
4.8300,145.8984,0.0000,425.5571,35.7498,0.0000,0.0000
4.8400,146.2556,0.0000,426.4344,35.6771,0.0000,0.0000
4.8500,146.6120,0.0000,427.3088,35.6048,0.0000,0.0000
4.8600,146.9677,0.0000,428.1805,35.5329,0.0000,0.0000
4.8700,147.3226,0.0000,429.0495,35.4613,0.0000,0.0000
4.8800,147.6769,0.0000,429.9157,35.3901,0.0000,0.0000
4.8900,148.0304,0.0000,430.7792,35.3193,0.0000,0.0000
4.9000,148.3833,0.0000,431.6400,35.2488,0.0000,0.0000
4.9100,148.7354,0.0000,432.4981,35.1787,0.0000,0.0000
4.9200,149.0869,0.0000,433.3536,35.1089,0.0000,0.0000
4.9300,149.4376,0.0000,434.2063,35.0395,0.0000,0.0000
4.9400,149.7877,0.0000,435.0564,34.9704,0.0000,0.0000
4.9500,150.1370,0.0000,435.9038,34.9017,0.0000,0.0000
4.9600,150.4857,0.0000,436.7486,34.8333,0.0000,0.0000
4.9700,150.8337,0.0000,437.5908,34.7652,0.0000,0.0000
4.9800,151.1810,0.0000,438.4303,34.6975,0.0000,0.0000
4.9900,151.5276,0.0000,439.2673,34.6302,0.0000,0.0000
5.0000,151.8736,0.0000,440.1016,34.5631,0.0000,0.0000
5.0100,152.2189,0.0000,440.9333,34.4964,0.0000,0.0000
5.0200,152.5635,0.0000,441.7625,34.4301,0.0000,0.0000
5.0300,152.9075,0.0000,442.5891,34.3640,0.0000,0.0000
5.0400,153.2508,0.0000,443.4131,34.2983,0.0000,0.0000
5.0500,153.5935,0.0000,444.2346,34.2329,0.0000,0.0000
5.0600,153.9355,0.0000,445.0535,34.1679,0.0000,0.0000
5.0700,154.2768,0.0000,445.8699,34.1031,0.0000,0.0000
5.0800,154.6175,0.0000,446.6837,34.0387,0.0000,0.0000
5.0900,154.9576,0.0000,447.4951,33.9746,0.0000,0.0000
5.1000,155.2970,0.0000,448.3039,33.9108,0.0000,0.0000
5.1100,155.6358,0.0000,449.1103,33.8473,0.0000,0.0000
5.1200,155.9740,0.0000,449.9141,33.7841,0.0000,0.0000
5.1300,156.3115,0.0000,450.7155,33.7212,0.0000,0.0000
5.1400,156.6484,0.0000,451.5144,33.6586,0.0000,0.0000
5.1500,156.9847,0.0000,452.3109,33.5963,0.0000,0.0000
5.1600,157.3203,0.0000,453.1049,33.5344,0.0000,0.0000
5.1700,157.6554,0.0000,453.8964,33.4727,0.0000,0.0000
5.1800,157.9898,0.0000,454.6855,33.4113,0.0000,0.0000
5.1900,158.3236,0.0000,455.4722,33.3502,0.0000,0.0000
5.2000,158.6568,0.0000,456.2565,33.2894,0.0000,0.0000
5.2100,158.9894,0.0000,457.0384,33.2289,0.0000,0.0000
5.2200,159.3214,0.0000,457.8179,33.1687,0.0000,0.0000
5.2300,159.6528,0.0000,458.5950,33.1088,0.0000,0.0000
5.2400,159.9835,0.0000,459.3697,33.0492,0.0000,0.0000
5.2500,160.3137,0.0000,460.1420,32.9898,0.0000,0.0000
5.2600,160.6433,0.0000,460.9120,32.9307,0.0000,0.0000
5.2700,160.9724,0.0000,461.6796,32.8720,0.0000,0.0000
5.2800,161.3008,0.0000,462.4448,32.8134,0.0000,0.0000
5.2900,161.6286,0.0000,463.2078,32.7552,0.0000,0.0000
5.3000,161.9559,0.0000,463.9684,32.6972,0.0000,0.0000
5.3100,162.2826,0.0000,464.7266,32.6395,0.0000,0.0000
5.3200,162.6087,0.0000,465.4826,32.5821,0.0000,0.0000
5.3300,162.9342,0.0000,466.2362,32.5250,0.0000,0.0000
5.3400,163.2592,0.0000,466.9876,32.4681,0.0000,0.0000
5.3500,163.5836,0.0000,467.7366,32.4115,0.0000,0.0000
5.3600,163.9074,0.0000,468.4834,32.3551,0.0000,0.0000
5.3700,164.2307,0.0000,469.2279,32.2990,0.0000,0.0000
5.3800,164.5534,0.0000,469.9701,32.2432,0.0000,0.0000
5.3900,164.8755,0.0000,470.7101,32.1876,0.0000,0.0000
5.4000,165.1971,0.0000,471.4478,32.1323,0.0000,0.0000
5.4100,165.5182,0.0000,472.1832,32.0773,0.0000,0.0000
5.4200,165.8387,0.0000,472.9165,32.0225,0.0000,0.0000
5.4300,166.1586,0.0000,473.6475,31.9679,0.0000,0.0000
5.4400,166.4780,0.0000,474.3762,31.9136,0.0000,0.0000
5.4500,166.7969,0.0000,475.1028,31.8596,0.0000,0.0000
5.4600,167.1152,0.0000,475.8271,31.8058,0.0000,0.0000
5.4700,167.4330,0.0000,476.5493,31.7522,0.0000,0.0000
5.4800,167.7503,0.0000,477.2692,31.6989,0.0000,0.0000
5.4900,168.0670,0.0000,477.9870,31.6458,0.0000,0.0000
5.5000,168.3832,0.0000,478.7026,31.5930,0.0000,0.0000
5.5100,168.6989,0.0000,479.4160,31.5404,0.0000,0.0000
5.5200,169.0140,0.0000,480.1272,31.4881,0.0000,0.0000
5.5300,169.3286,0.0000,480.8363,31.4360,0.0000,0.0000
5.5400,169.6427,0.0000,481.5433,31.3841,0.0000,0.0000
5.5500,169.9563,0.0000,482.2481,31.3325,0.0000,0.0000
5.5600,170.2694,0.0000,482.9507,31.2811,0.0000,0.0000
5.5700,170.5819,0.0000,483.6512,31.2299,0.0000,0.0000
5.5800,170.8940,0.0000,484.3496,31.1790,0.0000,0.0000
5.5900,171.2055,0.0000,485.0459,31.1283,0.0000,0.0000
5.6000,171.5165,0.0000,485.7401,31.0778,0.0000,0.0000
5.6100,171.8271,0.0000,486.4322,31.0275,0.0000,0.0000
5.6200,172.1371,0.0000,487.1221,30.9775,0.0000,0.0000
5.6300,172.4466,0.0000,487.8100,30.9277,0.0000,0.0000
5.6400,172.7557,0.0000,488.4958,30.8781,0.0000,0.0000
5.6500,173.0642,0.0000,489.1795,30.8288,0.0000,0.0000
5.6600,173.3722,0.0000,489.8612,30.7796,0.0000,0.0000
5.6700,173.6798,0.0000,490.5408,30.7307,0.0000,0.0000
5.6800,173.9868,0.0000,491.2183,30.6820,0.0000,0.0000
5.6900,174.2934,0.0000,491.8938,30.6335,0.0000,0.0000
5.7000,174.5995,0.0000,492.5672,30.5852,0.0000,0.0000
5.7100,174.9051,0.0000,493.2386,30.5372,0.0000,0.0000
5.7200,175.2103,0.0000,493.9079,30.4893,0.0000,0.0000
5.7300,175.5149,0.0000,494.5752,30.4417,0.0000,0.0000
5.7400,175.8191,0.0000,495.2405,30.3943,0.0000,0.0000
5.7500,176.1228,0.0000,495.9038,30.3471,0.0000,0.0000
5.7600,176.4260,0.0000,496.5651,30.3001,0.0000,0.0000
5.7700,176.7288,0.0000,497.2244,30.2533,0.0000,0.0000
5.7800,177.0311,0.0000,497.8817,30.2067,0.0000,0.0000
5.7900,177.3329,0.0000,498.5370,30.1603,0.0000,0.0000
5.8000,177.6343,0.0000,499.1903,30.1141,0.0000,0.0000
5.8100,177.9352,0.0000,499.8416,30.0681,0.0000,0.0000
5.8200,178.2357,0.0000,500.4910,30.0223,0.0000,0.0000
5.8300,178.5357,0.0000,501.1383,29.9767,0.0000,0.0000
5.8400,178.8352,0.0000,501.7838,29.9313,0.0000,0.0000
5.8500,179.1343,0.0000,502.4272,29.8861,0.0000,0.0000
5.8600,179.4329,0.0000,503.0688,29.8411,0.0000,0.0000
5.8700,179.7311,0.0000,503.7083,29.7963,0.0000,0.0000
5.8800,180.0289,0.0000,504.3460,29.7517,0.0000,0.0000
5.8900,180.3261,0.0000,504.9817,29.7073,0.0000,0.0000
5.9000,180.6230,0.0000,505.6154,29.6631,0.0000,0.0000
5.9100,180.9194,0.0000,506.2473,29.6191,0.0000,0.0000
5.9200,181.2154,0.0000,506.8772,29.5752,0.0000,0.0000
5.9300,181.5109,0.0000,507.5053,29.5316,0.0000,0.0000
5.9400,181.8060,0.0000,508.1314,29.4881,0.0000,0.0000
5.9500,182.1007,0.0000,508.7556,29.4448,0.0000,0.0000
5.9600,182.3949,0.0000,509.3779,29.4017,0.0000,0.0000
5.9700,182.6887,0.0000,509.9983,29.3588,0.0000,0.0000
5.9800,182.9821,0.0000,510.6169,29.3161,0.0000,0.0000
5.9900,183.2750,0.0000,511.2336,29.2735,0.0000,0.0000
6.0000,183.5676,0.0000,511.8484,29.2312,0.0000,0.0000
6.0100,183.8597,0.0000,512.4613,29.1890,0.0000,0.0000
6.0200,184.1513,0.0000,513.0724,29.1470,0.0000,0.0000
6.0300,184.4426,0.0000,513.6816,29.1052,0.0000,0.0000
6.0400,184.7334,0.0000,514.2889,29.0635,0.0000,0.0000
6.0500,185.0239,0.0000,514.8944,29.0220,0.0000,0.0000
6.0600,185.3139,0.0000,515.4981,28.9808,0.0000,0.0000
6.0700,185.6035,0.0000,516.0999,28.9396,0.0000,0.0000
6.0800,185.8927,0.0000,516.6999,28.8987,0.0000,0.0000
6.0900,186.1815,0.0000,517.2981,28.8579,0.0000,0.0000
6.1000,186.4698,0.0000,517.8944,28.8173,0.0000,0.0000
6.1100,186.7578,0.0000,518.4890,28.7769,0.0000,0.0000
6.1200,187.0454,0.0000,519.0817,28.7366,0.0000,0.0000
6.1300,187.3325,0.0000,519.6726,28.6965,0.0000,0.0000
6.1400,187.6193,0.0000,520.2617,28.6566,0.0000,0.0000
6.1500,187.9057,0.0000,520.8490,28.6168,0.0000,0.0000
6.1600,188.1916,0.0000,521.4345,28.5772,0.0000,0.0000
6.1700,188.4772,0.0000,522.0182,28.5378,0.0000,0.0000
6.1800,188.7624,0.0000,522.6002,28.4986,0.0000,0.0000
6.1900,189.0472,0.0000,523.1803,28.4595,0.0000,0.0000
6.2000,189.3316,0.0000,523.7587,28.4205,0.0000,0.0000
6.2100,189.6156,0.0000,524.3353,28.3818,0.0000,0.0000
6.2200,189.8992,0.0000,524.9102,28.3431,0.0000,0.0000
6.2300,190.1825,0.0000,525.4832,28.3047,0.0000,0.0000
6.2400,190.4653,0.0000,526.0546,28.2664,0.0000,0.0000
6.2500,190.7478,0.0000,526.6241,28.2283,0.0000,0.0000
6.2600,191.0299,0.0000,527.1920,28.1903,0.0000,0.0000
6.2700,191.3116,0.0000,527.7581,28.1525,0.0000,0.0000
6.2800,191.5929,0.0000,528.3224,28.1148,0.0000,0.0000
6.2900,191.8739,0.0000,528.8850,28.0773,0.0000,0.0000
6.3000,192.1545,0.0000,529.4459,28.0399,0.0000,0.0000
6.3100,192.4347,0.0000,530.0051,28.0027,0.0000,0.0000
6.3200,192.7145,0.0000,530.5625,27.9657,0.0000,0.0000
6.3300,192.9940,0.0000,531.1182,27.9288,0.0000,0.0000
6.3400,193.2731,0.0000,531.6722,27.8921,0.0000,0.0000
6.3500,193.5519,0.0000,532.2246,27.8555,0.0000,0.0000
6.3600,193.8302,0.0000,532.7752,27.8190,0.0000,0.0000
6.3700,194.1082,0.0000,533.3241,27.7827,0.0000,0.0000
6.3800,194.3859,0.0000,533.8713,27.7466,0.0000,0.0000
6.3900,194.6632,0.0000,534.4168,27.7106,0.0000,0.0000
6.4000,194.9401,0.0000,534.9606,27.6748,0.0000,0.0000
6.4100,195.2167,0.0000,535.5027,27.6390,0.0000,0.0000
6.4200,195.4929,0.0000,536.0432,27.6035,0.0000,0.0000
6.4300,195.7687,0.0000,536.5820,27.5681,0.0000,0.0000
6.4400,196.0442,0.0000,537.1191,27.5328,0.0000,0.0000
6.4500,196.3194,0.0000,537.6546,27.4977,0.0000,0.0000
6.4600,196.5942,0.0000,538.1884,27.4627,0.0000,0.0000
6.4700,196.8686,0.0000,538.7205,27.4279,0.0000,0.0000
6.4800,197.1427,0.0000,539.2510,27.3931,0.0000,0.0000
6.4900,197.4165,0.0000,539.7798,27.3586,0.0000,0.0000
6.5000,197.6899,0.0000,540.3070,27.3242,0.0000,0.0000
6.5100,197.9630,0.0000,540.8325,27.2899,0.0000,0.0000
6.5200,198.2357,0.0000,541.3564,27.2557,0.0000,0.0000
6.5300,198.5081,0.0000,541.8787,27.2217,0.0000,0.0000
6.5400,198.7802,0.0000,542.3994,27.1879,0.0000,0.0000
6.5500,199.0519,0.0000,542.9184,27.1541,0.0000,0.0000
6.5600,199.3232,0.0000,543.4358,27.1205,0.0000,0.0000
6.5700,199.5943,0.0000,543.9515,27.0871,0.0000,0.0000
6.5800,199.8650,0.0000,544.4657,27.0537,0.0000,0.0000
6.5900,200.1353,0.0000,544.9782,27.0205,0.0000,0.0000
6.6000,200.4054,0.0000,545.4891,26.9875,0.0000,0.0000
6.6100,200.6751,0.0000,545.9985,26.9545,0.0000,0.0000
6.6200,200.9445,0.0000,546.5062,26.9217,0.0000,0.0000
6.6300,201.2135,0.0000,547.0123,26.8891,0.0000,0.0000
6.6400,201.4823,0.0000,547.5169,26.8565,0.0000,0.0000
6.6500,201.7507,0.0000,548.0198,26.8241,0.0000,0.0000
6.6600,202.0187,0.0000,548.5212,26.7919,0.0000,0.0000
6.6700,202.2865,0.0000,549.0210,26.7597,0.0000,0.0000
6.6800,202.5539,0.0000,549.5192,26.7277,0.0000,0.0000
6.6900,202.8211,0.0000,550.0158,26.6958,0.0000,0.0000
6.7000,203.0879,0.0000,550.5108,26.6640,0.0000,0.0000
6.7100,203.3543,0.0000,551.0043,26.6324,0.0000,0.0000
6.7200,203.6205,0.0000,551.4962,26.6009,0.0000,0.0000
6.7300,203.8864,0.0000,551.9866,26.5695,0.0000,0.0000
6.7400,204.1519,0.0000,552.4754,26.5382,0.0000,0.0000
6.7500,204.4171,0.0000,552.9626,26.5070,0.0000,0.0000
6.7600,204.6820,0.0000,553.4483,26.4760,0.0000,0.0000
6.7700,204.9466,0.0000,553.9325,26.4451,0.0000,0.0000
6.7800,205.2109,0.0000,554.4151,26.4143,0.0000,0.0000
6.7900,205.4749,0.0000,554.8961,26.3837,0.0000,0.0000
6.8000,205.7386,0.0000,555.3757,26.3532,0.0000,0.0000
6.8100,206.0020,0.0000,555.8537,26.3227,0.0000,0.0000
6.8200,206.2651,0.0000,556.3301,26.2924,0.0000,0.0000
6.8300,206.5278,0.0000,556.8050,26.2623,0.0000,0.0000
6.8400,206.7903,0.0000,557.2785,26.2322,0.0000,0.0000
6.8500,207.0525,0.0000,557.7503,26.2023,0.0000,0.0000
6.8600,207.3144,0.0000,558.2207,26.1724,0.0000,0.0000
6.8700,207.5759,0.0000,558.6896,26.1427,0.0000,0.0000
6.8800,207.8372,0.0000,559.1569,26.1131,0.0000,0.0000
6.8900,208.0982,0.0000,559.6227,26.0837,0.0000,0.0000
6.9000,208.3589,0.0000,560.0871,26.0543,0.0000,0.0000
6.9100,208.6193,0.0000,560.5499,26.0251,0.0000,0.0000
6.9200,208.8794,0.0000,561.0112,25.9959,0.0000,0.0000
6.9300,209.1392,0.0000,561.4710,25.9669,0.0000,0.0000
6.9400,209.3987,0.0000,561.9294,25.9380,0.0000,0.0000
6.9500,209.6580,0.0000,562.3862,25.9092,0.0000,0.0000
6.9600,209.9169,0.0000,562.8416,25.8805,0.0000,0.0000
6.9700,210.1756,0.0000,563.2955,25.8520,0.0000,0.0000
6.9800,210.4339,0.0000,563.7479,25.8235,0.0000,0.0000
6.9900,210.6920,0.0000,564.1988,25.7952,0.0000,0.0000
7.0000,210.9499,0.0000,564.6482,25.7669,0.0000,0.0000
7.0100,211.2074,0.0000,565.0962,25.7388,0.0000,0.0000
7.0200,211.4646,0.0000,565.5427,25.7108,0.0000,0.0000
7.0300,211.7216,0.0000,565.9877,25.6829,0.0000,0.0000
7.0400,211.9783,0.0000,566.4313,25.6551,0.0000,0.0000
7.0500,212.2347,0.0000,566.8734,25.6274,0.0000,0.0000
7.0600,212.4908,0.0000,567.3141,25.5998,0.0000,0.0000
7.0700,212.7467,0.0000,567.7533,25.5723,0.0000,0.0000
7.0800,213.0023,0.0000,568.1911,25.5449,0.0000,0.0000
7.0900,213.2576,0.0000,568.6274,25.5177,0.0000,0.0000
7.1000,213.5126,0.0000,569.0622,25.4905,0.0000,0.0000
7.1100,213.7674,0.0000,569.4957,25.4634,0.0000,0.0000
7.1200,214.0219,0.0000,569.9276,25.4365,0.0000,0.0000
7.1300,214.2761,0.0000,570.3582,25.4096,0.0000,0.0000
7.1400,214.5301,0.0000,570.7873,25.3829,0.0000,0.0000
7.1500,214.7838,0.0000,571.2150,25.3562,0.0000,0.0000
7.1600,215.0372,0.0000,571.6412,25.3297,0.0000,0.0000
7.1700,215.2904,0.0000,572.0660,25.3032,0.0000,0.0000
7.1800,215.5433,0.0000,572.4894,25.2769,0.0000,0.0000
7.1900,215.7959,0.0000,572.9114,25.2507,0.0000,0.0000
7.2000,216.0483,0.0000,573.3320,25.2245,0.0000,0.0000
7.2100,216.3004,0.0000,573.7511,25.1985,0.0000,0.0000
7.2200,216.5523,0.0000,574.1689,25.1725,0.0000,0.0000
7.2300,216.8039,0.0000,574.5852,25.1467,0.0000,0.0000
7.2400,217.0552,0.0000,575.0001,25.1210,0.0000,0.0000
7.2500,217.3063,0.0000,575.4136,25.0953,0.0000,0.0000
7.2600,217.5571,0.0000,575.8257,25.0698,0.0000,0.0000
7.2700,217.8077,0.0000,576.2365,25.0443,0.0000,0.0000
7.2800,218.0580,0.0000,576.6458,25.0190,0.0000,0.0000
7.2900,218.3081,0.0000,577.0537,24.9937,0.0000,0.0000
7.3000,218.5579,0.0000,577.4602,24.9685,0.0000,0.0000
7.3100,218.8074,0.0000,577.8654,24.9435,0.0000,0.0000
7.3200,219.0567,0.0000,578.2691,24.9185,0.0000,0.0000
7.3300,219.3058,0.0000,578.6715,24.8936,0.0000,0.0000
7.3400,219.5546,0.0000,579.0725,24.8689,0.0000,0.0000
7.3500,219.8032,0.0000,579.4721,24.8442,0.0000,0.0000
7.3600,220.0515,0.0000,579.8704,24.8196,0.0000,0.0000
7.3700,220.2996,0.0000,580.2672,24.7951,0.0000,0.0000
7.3800,220.5474,0.0000,580.6627,24.7707,0.0000,0.0000
7.3900,220.7950,0.0000,581.0568,24.7464,0.0000,0.0000
7.4000,221.0423,0.0000,581.4496,24.7222,0.0000,0.0000
7.4100,221.2894,0.0000,581.8410,24.6980,0.0000,0.0000
7.4200,221.5363,0.0000,582.2310,24.6740,0.0000,0.0000
7.4300,221.7829,0.0000,582.6197,24.6500,0.0000,0.0000
7.4400,222.0293,0.0000,583.0070,24.6262,0.0000,0.0000
7.4500,222.2754,0.0000,583.3930,24.6024,0.0000,0.0000
7.4600,222.5213,0.0000,583.7776,24.5787,0.0000,0.0000
7.4700,222.7670,0.0000,584.1608,24.5552,0.0000,0.0000
7.4800,223.0124,0.0000,584.5428,24.5317,0.0000,0.0000
7.4900,223.2576,0.0000,584.9233,24.5083,0.0000,0.0000
7.5000,223.5026,0.0000,585.3025,24.4849,0.0000,0.0000
7.5100,223.7473,0.0000,585.6804,24.4617,0.0000,0.0000
7.5200,223.9918,0.0000,586.0570,24.4386,0.0000,0.0000
7.5300,224.2361,0.0000,586.4322,24.4155,0.0000,0.0000
7.5400,224.4802,0.0000,586.8061,24.3925,0.0000,0.0000
7.5500,224.7240,0.0000,587.1786,24.3696,0.0000,0.0000
7.5600,224.9675,0.0000,587.5498,24.3468,0.0000,0.0000
7.5700,225.2109,0.0000,587.9197,24.3241,0.0000,0.0000
7.5800,225.4540,0.0000,588.2883,24.3015,0.0000,0.0000
7.5900,225.6969,0.0000,588.6555,24.2789,0.0000,0.0000
7.6000,225.9396,0.0000,589.0214,24.2565,0.0000,0.0000
7.6100,226.1821,0.0000,589.3860,24.2341,0.0000,0.0000
7.6200,226.4243,0.0000,589.7493,24.2118,0.0000,0.0000
7.6300,226.6663,0.0000,590.1113,24.1896,0.0000,0.0000
7.6400,226.9081,0.0000,590.4719,24.1675,0.0000,0.0000
7.6500,227.1496,0.0000,590.8313,24.1454,0.0000,0.0000
7.6600,227.3910,0.0000,591.1893,24.1235,0.0000,0.0000
7.6700,227.6321,0.0000,591.5461,24.1016,0.0000,0.0000
7.6800,227.8730,0.0000,591.9015,24.0798,0.0000,0.0000
7.6900,228.1137,0.0000,592.2556,24.0581,0.0000,0.0000
7.7000,228.3542,0.0000,592.6085,24.0365,0.0000,0.0000
7.7100,228.5944,0.0000,592.9600,24.0149,0.0000,0.0000
7.7200,228.8345,0.0000,593.3102,23.9934,0.0000,0.0000
7.7300,229.0743,0.0000,593.6592,23.9720,0.0000,0.0000
7.7400,229.3139,0.0000,594.0068,23.9507,0.0000,0.0000
7.7500,229.5533,0.0000,594.3532,23.9295,0.0000,0.0000
7.7600,229.7925,0.0000,594.6983,23.9083,0.0000,0.0000
7.7700,230.0315,0.0000,595.0421,23.8873,0.0000,0.0000
7.7800,230.2703,0.0000,595.3846,23.8663,0.0000,0.0000
7.7900,230.5088,0.0000,595.7258,23.8454,0.0000,0.0000
7.8000,230.7472,0.0000,596.0658,23.8245,0.0000,0.0000
7.8100,230.9853,0.0000,596.4045,23.8037,0.0000,0.0000
7.8200,231.2232,0.0000,596.7419,23.7831,0.0000,0.0000
7.8300,231.4610,0.0000,597.0780,23.7625,0.0000,0.0000
7.8400,231.6985,0.0000,597.4129,23.7419,0.0000,0.0000
7.8500,231.9358,0.0000,597.7465,23.7215,0.0000,0.0000
7.8600,232.1729,0.0000,598.0788,23.7011,0.0000,0.0000
7.8700,232.4098,0.0000,598.4098,23.6808,0.0000,0.0000
7.8800,232.6465,0.0000,598.7396,23.6605,0.0000,0.0000
7.8900,232.8830,0.0000,599.0682,23.6404,0.0000,0.0000
7.9000,233.1193,0.0000,599.3954,23.6203,0.0000,0.0000
7.9100,233.3554,0.0000,599.7214,23.6003,0.0000,0.0000
